obs # ,,video,camera,year,month,day,start time,time,focal bat,bat infected,behavior (letter),comment,
1 to x,scorer,file path on hard drive,"channel number (e.g. ""2"" for CH02)",year of video,month of video,day of video,AKA focal hour,00:30-60:00 (s),Bat ID (see bat key),T/F,see behavior key in project plan key,e.g don't know if self or social grooming,
78,Michael A,na,na,2019,10,12,19,3900,ax,F,na,,
79,Michael A,na,na,2019,10,12,19,3930,ax,F,na,,
80,Michael A,na,na,2019,10,12,19,4000,ax,F,na,,
81,Michael A,na,na,2019,10,12,19,4030,ax,F,na,,
82,Michael A,na,na,2019,10,12,19,4100,ax,F,na,,
83,Michael A,na,na,2019,10,12,19,4130,ax,F,na,,
84,Michael A,na,na,2019,10,12,19,4200,ax,F,na,,
85,Michael A,na,na,2019,10,12,19,4230,ax,F,na,,
86,Michael A,na,na,2019,10,12,19,4300,ax,F,na,,
87,Michael A,na,na,2019,10,12,19,4330,ax,F,na,,
88,Michael A,na,na,2019,10,12,19,4400,ax,F,na,,
89,Michael A,na,na,2019,10,12,19,4430,ax,F,na,,
90,Michael A,na,na,2019,10,12,19,4500,ax,F,na,,
91,Michael A,na,na,2019,10,12,19,4530,ax,F,na,,
92,Michael A,na,na,2019,10,12,19,4600,ax,F,na,,
93,Michael A,na,na,2019,10,12,19,4630,ax,F,na,,
94,Michael A,na,na,2019,10,12,19,4700,ax,F,na,,
95,Michael A,na,na,2019,10,12,19,4730,ax,F,na,,
96,Michael A,na,na,2019,10,12,19,4800,ax,F,na,,
97,Michael A,na,na,2019,10,12,19,4830,ax,F,na,,
98,Michael A,na,na,2019,10,12,19,4900,ax,F,na,,
99,Michael A,na,na,2019,10,12,19,4930,ax,F,na,,
100,Michael A,na,na,2019,10,12,19,5000,ax,F,na,,
101,Michael A,na,na,2019,10,12,19,5030,ax,F,na,,
102,Michael A,na,na,2019,10,12,19,5100,ax,F,na,,
103,Michael A,na,na,2019,10,12,19,5130,ax,F,na,,
104,Michael A,na,na,2019,10,12,19,5200,ax,F,na,,
105,Michael A,na,na,2019,10,12,19,5230,ax,F,na,,
106,Michael A,na,na,2019,10,12,19,5300,ax,F,na,,
107,Michael A,na,na,2019,10,12,19,5330,ax,F,na,,
108,Michael A,na,na,2019,10,12,19,5400,ax,F,na,,
109,Michael A,na,na,2019,10,12,19,5430,ax,F,na,,
110,Michael A,na,na,2019,10,12,19,5500,ax,F,na,,
111,Michael A,na,na,2019,10,12,19,5530,ax,F,na,,
112,Michael A,na,na,2019,10,12,19,5600,ax,F,na,,
113,Michael A,na,na,2019,10,12,19,5630,ax,F,na,,
114,Michael A,na,na,2019,10,12,19,5700,ax,F,na,,
115,Michael A,na,na,2019,10,12,19,5730,ax,F,na,,
116,Michael A,na,na,2019,10,12,19,5800,ax,F,na,,
117,Michael A,na,na,2019,10,12,19,5830,ax,F,na,,
118,Michael A,na,na,2019,10,12,19,5900,ax,F,na,,
119,Michael A,na,na,2019,10,12,19,5930,ax,F,na,,
120,Michael A,na,na,2019,10,12,19,6000,ax,F,na,,
1,Michael A,na,na,2019,10,13,19,0030,ax,F,na,bat not visible on any camera for the entire hour,
2,Michael A,na,na,2019,10,13,19,0100,ax,F,na,,
3,Michael A,na,na,2019,10,13,19,0130,ax,F,na,,
4,Michael A,na,na,2019,10,13,19,0200,ax,F,na,,
5,Michael A,na,na,2019,10,13,19,0230,ax,F,na,,
6,Michael A,na,na,2019,10,13,19,0300,ax,F,na,,
7,Michael A,na,na,2019,10,13,19,0330,ax,F,na,,
8,Michael A,na,na,2019,10,13,19,0400,ax,F,na,,
9,Michael A,na,na,2019,10,13,19,0430,ax,F,na,,
10,Michael A,na,na,2019,10,13,19,0500,ax,F,na,,
11,Michael A,na,na,2019,10,13,19,0530,ax,F,na,,
12,Michael A,na,na,2019,10,13,19,0600,ax,F,na,,
13,Michael A,na,na,2019,10,13,19,0630,ax,F,na,,
14,Michael A,na,na,2019,10,13,19,0700,ax,F,na,,
15,Michael A,na,na,2019,10,13,19,0730,ax,F,na,,
16,Michael A,na,na,2019,10,13,19,0800,ax,F,na,,
17,Michael A,na,na,2019,10,13,19,0830,ax,F,na,,
18,Michael A,na,na,2019,10,13,19,0900,ax,F,na,,
19,Michael A,na,na,2019,10,13,19,0930,ax,F,na,,
20,Michael A,na,na,2019,10,13,19,1000,ax,F,na,,
21,Michael A,na,na,2019,10,13,19,1030,ax,F,na,,
22,Michael A,na,na,2019,10,13,19,1100,ax,F,na,,
23,Michael A,na,na,2019,10,13,19,1130,ax,F,na,,
24,Michael A,na,na,2019,10,13,19,1200,ax,F,na,,
25,Michael A,na,na,2019,10,13,19,1230,ax,F,na,,
26,Michael A,na,na,2019,10,13,19,1300,ax,F,na,,
27,Michael A,na,na,2019,10,13,19,1330,ax,F,na,,
28,Michael A,na,na,2019,10,13,19,1400,ax,F,na,,
29,Michael A,na,na,2019,10,13,19,1430,ax,F,na,,
30,Michael A,na,na,2019,10,13,19,1500,ax,F,na,,
31,Michael A,na,na,2019,10,13,19,1530,ax,F,na,,
32,Michael A,na,na,2019,10,13,19,1600,ax,F,na,,
33,Michael A,na,na,2019,10,13,19,1630,ax,F,na,,
34,Michael A,na,na,2019,10,13,19,1700,ax,F,na,,
35,Michael A,na,na,2019,10,13,19,1730,ax,F,na,,
36,Michael A,na,na,2019,10,13,19,1800,ax,F,na,,
37,Michael A,na,na,2019,10,13,19,1830,ax,F,na,,
38,Michael A,na,na,2019,10,13,19,1900,ax,F,na,,
39,Michael A,na,na,2019,10,13,19,1930,ax,F,na,,
40,Michael A,na,na,2019,10,13,19,2000,ax,F,na,,
41,Michael A,na,na,2019,10,13,19,2030,ax,F,na,,
42,Michael A,na,na,2019,10,13,19,2100,ax,F,na,,
43,Michael A,na,na,2019,10,13,19,2130,ax,F,na,,
44,Michael A,na,na,2019,10,13,19,2200,ax,F,na,,
45,Michael A,na,na,2019,10,13,19,2230,ax,F,na,,
46,Michael A,na,na,2019,10,13,19,2300,ax,F,na,,
47,Michael A,na,na,2019,10,13,19,2330,ax,F,na,,
48,Michael A,na,na,2019,10,13,19,2400,ax,F,na,,
49,Michael A,na,na,2019,10,13,19,2430,ax,F,na,,
50,Michael A,na,na,2019,10,13,19,2500,ax,F,na,,
51,Michael A,na,na,2019,10,13,19,2530,ax,F,na,,
52,Michael A,na,na,2019,10,13,19,2600,ax,F,na,,
53,Michael A,na,na,2019,10,13,19,2630,ax,F,na,,
54,Michael A,na,na,2019,10,13,19,2700,ax,F,na,,
55,Michael A,na,na,2019,10,13,19,2730,ax,F,na,,
56,Michael A,na,na,2019,10,13,19,2800,ax,F,na,,
57,Michael A,na,na,2019,10,13,19,2830,ax,F,na,,
58,Michael A,na,na,2019,10,13,19,2900,ax,F,na,,
59,Michael A,na,na,2019,10,13,19,2930,ax,F,na,,
60,Michael A,na,na,2019,10,13,19,3000,ax,F,na,,
61,Michael A,na,na,2019,10,13,19,3030,ax,F,na,,
62,Michael A,na,na,2019,10,13,19,3100,ax,F,na,,
63,Michael A,na,na,2019,10,13,19,3130,ax,F,na,,
64,Michael A,na,na,2019,10,13,19,3200,ax,F,na,,
65,Michael A,na,na,2019,10,13,19,3230,ax,F,na,,
66,Michael A,na,na,2019,10,13,19,3300,ax,F,na,,
67,Michael A,na,na,2019,10,13,19,3330,ax,F,na,,
68,Michael A,na,na,2019,10,13,19,3400,ax,F,na,,
69,Michael A,na,na,2019,10,13,19,3430,ax,F,na,,
70,Michael A,na,na,2019,10,13,19,3500,ax,F,na,,
71,Michael A,na,na,2019,10,13,19,3530,ax,F,na,,
72,Michael A,na,na,2019,10,13,19,3600,ax,F,na,,
73,Michael A,na,na,2019,10,13,19,3630,ax,F,na,,
74,Michael A,na,na,2019,10,13,19,3700,ax,F,na,,
75,Michael A,na,na,2019,10,13,19,3730,ax,F,na,,
76,Michael A,na,na,2019,10,13,19,3800,ax,F,na,,
77,Michael A,na,na,2019,10,13,19,3830,ax,F,na,,
78,Michael A,na,na,2019,10,13,19,3900,ax,F,na,,
79,Michael A,na,na,2019,10,13,19,3930,ax,F,na,,
80,Michael A,na,na,2019,10,13,19,4000,ax,F,na,,
81,Michael A,na,na,2019,10,13,19,4030,ax,F,na,,
82,Michael A,na,na,2019,10,13,19,4100,ax,F,na,,
83,Michael A,na,na,2019,10,13,19,4130,ax,F,na,,
84,Michael A,na,na,2019,10,13,19,4200,ax,F,na,,
85,Michael A,na,na,2019,10,13,19,4230,ax,F,na,,
86,Michael A,na,na,2019,10,13,19,4300,ax,F,na,,
87,Michael A,na,na,2019,10,13,19,4330,ax,F,na,,
88,Michael A,na,na,2019,10,13,19,4400,ax,F,na,,
89,Michael A,na,na,2019,10,13,19,4430,ax,F,na,,
90,Michael A,na,na,2019,10,13,19,4500,ax,F,na,,
91,Michael A,na,na,2019,10,13,19,4530,ax,F,na,,
92,Michael A,na,na,2019,10,13,19,4600,ax,F,na,,
93,Michael A,na,na,2019,10,13,19,4630,ax,F,na,,
94,Michael A,na,na,2019,10,13,19,4700,ax,F,na,,
95,Michael A,na,na,2019,10,13,19,4730,ax,F,na,,
96,Michael A,na,na,2019,10,13,19,4800,ax,F,na,,
97,Michael A,na,na,2019,10,13,19,4830,ax,F,na,,
98,Michael A,na,na,2019,10,13,19,4900,ax,F,na,,
99,Michael A,na,na,2019,10,13,19,4930,ax,F,na,,
100,Michael A,na,na,2019,10,13,19,5000,ax,F,na,,
101,Michael A,na,na,2019,10,13,19,5030,ax,F,na,,
102,Michael A,na,na,2019,10,13,19,5100,ax,F,na,,
103,Michael A,na,na,2019,10,13,19,5130,ax,F,na,,
104,Michael A,na,na,2019,10,13,19,5200,ax,F,na,,
105,Michael A,na,na,2019,10,13,19,5230,ax,F,na,,
106,Michael A,na,na,2019,10,13,19,5300,ax,F,na,,
107,Michael A,na,na,2019,10,13,19,5330,ax,F,na,,
108,Michael A,na,na,2019,10,13,19,5400,ax,F,na,,
109,Michael A,na,na,2019,10,13,19,5430,ax,F,na,,
110,Michael A,na,na,2019,10,13,19,5500,ax,F,na,,
111,Michael A,na,na,2019,10,13,19,5530,ax,F,na,,
112,Michael A,na,na,2019,10,13,19,5600,ax,F,na,,
113,Michael A,na,na,2019,10,13,19,5630,ax,F,na,,
114,Michael A,na,na,2019,10,13,19,5700,ax,F,na,,
115,Michael A,na,na,2019,10,13,19,5730,ax,F,na,,
116,Michael A,na,na,2019,10,13,19,5800,ax,F,na,,
117,Michael A,na,na,2019,10,13,19,5830,ax,F,na,,
118,Michael A,na,na,2019,10,13,19,5900,ax,F,na,,
119,Michael A,na,na,2019,10,13,19,5930,ax,F,na,,
120,Michael A,na,na,2019,10,13,19,6000,ax,F,na,,
1,Michael A,na,na,2019,10,14,19,0030,ax,F,na,bat not visible on any camera for the entire hour,
2,Michael A,na,na,2019,10,14,19,0100,ax,F,na,,
3,Michael A,na,na,2019,10,14,19,0130,ax,F,na,,
4,Michael A,na,na,2019,10,14,19,0200,ax,F,na,,
5,Michael A,na,na,2019,10,14,19,0230,ax,F,na,,
6,Michael A,na,na,2019,10,14,19,0300,ax,F,na,,
7,Michael A,na,na,2019,10,14,19,0330,ax,F,na,,
8,Michael A,na,na,2019,10,14,19,0400,ax,F,na,,
9,Michael A,na,na,2019,10,14,19,0430,ax,F,na,,
10,Michael A,na,na,2019,10,14,19,0500,ax,F,na,,
11,Michael A,na,na,2019,10,14,19,0530,ax,F,na,,
12,Michael A,na,na,2019,10,14,19,0600,ax,F,na,,
13,Michael A,na,na,2019,10,14,19,0630,ax,F,na,,
14,Michael A,na,na,2019,10,14,19,0700,ax,F,na,,
15,Michael A,na,na,2019,10,14,19,0730,ax,F,na,,
16,Michael A,na,na,2019,10,14,19,0800,ax,F,na,,
17,Michael A,na,na,2019,10,14,19,0830,ax,F,na,,
18,Michael A,na,na,2019,10,14,19,0900,ax,F,na,,
19,Michael A,na,na,2019,10,14,19,0930,ax,F,na,,
20,Michael A,na,na,2019,10,14,19,1000,ax,F,na,,
21,Michael A,na,na,2019,10,14,19,1030,ax,F,na,,
22,Michael A,na,na,2019,10,14,19,1100,ax,F,na,,
23,Michael A,na,na,2019,10,14,19,1130,ax,F,na,,
24,Michael A,na,na,2019,10,14,19,1200,ax,F,na,,
25,Michael A,na,na,2019,10,14,19,1230,ax,F,na,,
26,Michael A,na,na,2019,10,14,19,1300,ax,F,na,,
27,Michael A,na,na,2019,10,14,19,1330,ax,F,na,,
28,Michael A,na,na,2019,10,14,19,1400,ax,F,na,,
29,Michael A,na,na,2019,10,14,19,1430,ax,F,na,,
30,Michael A,na,na,2019,10,14,19,1500,ax,F,na,,
31,Michael A,na,na,2019,10,14,19,1530,ax,F,na,,
32,Michael A,na,na,2019,10,14,19,1600,ax,F,na,,
33,Michael A,na,na,2019,10,14,19,1630,ax,F,na,,
34,Michael A,na,na,2019,10,14,19,1700,ax,F,na,,
35,Michael A,na,na,2019,10,14,19,1730,ax,F,na,,
36,Michael A,na,na,2019,10,14,19,1800,ax,F,na,,
37,Michael A,na,na,2019,10,14,19,1830,ax,F,na,,
38,Michael A,na,na,2019,10,14,19,1900,ax,F,na,,
39,Michael A,na,na,2019,10,14,19,1930,ax,F,na,,
40,Michael A,na,na,2019,10,14,19,2000,ax,F,na,,
41,Michael A,na,na,2019,10,14,19,2030,ax,F,na,,
42,Michael A,na,na,2019,10,14,19,2100,ax,F,na,,
43,Michael A,na,na,2019,10,14,19,2130,ax,F,na,,
44,Michael A,na,na,2019,10,14,19,2200,ax,F,na,,
45,Michael A,na,na,2019,10,14,19,2230,ax,F,na,,
46,Michael A,na,na,2019,10,14,19,2300,ax,F,na,,
47,Michael A,na,na,2019,10,14,19,2330,ax,F,na,,
48,Michael A,na,na,2019,10,14,19,2400,ax,F,na,,
49,Michael A,na,na,2019,10,14,19,2430,ax,F,na,,
50,Michael A,na,na,2019,10,14,19,2500,ax,F,na,,
51,Michael A,na,na,2019,10,14,19,2530,ax,F,na,,
52,Michael A,na,na,2019,10,14,19,2600,ax,F,na,,
53,Michael A,na,na,2019,10,14,19,2630,ax,F,na,,
54,Michael A,na,na,2019,10,14,19,2700,ax,F,na,,
55,Michael A,na,na,2019,10,14,19,2730,ax,F,na,,
56,Michael A,na,na,2019,10,14,19,2800,ax,F,na,,
57,Michael A,na,na,2019,10,14,19,2830,ax,F,na,,
58,Michael A,na,na,2019,10,14,19,2900,ax,F,na,,
59,Michael A,na,na,2019,10,14,19,2930,ax,F,na,,
60,Michael A,na,na,2019,10,14,19,3000,ax,F,na,,
61,Michael A,na,na,2019,10,14,19,3030,ax,F,na,,
62,Michael A,na,na,2019,10,14,19,3100,ax,F,na,,
63,Michael A,na,na,2019,10,14,19,3130,ax,F,na,,
64,Michael A,na,na,2019,10,14,19,3200,ax,F,na,,
65,Michael A,na,na,2019,10,14,19,3230,ax,F,na,,
66,Michael A,na,na,2019,10,14,19,3300,ax,F,na,,
67,Michael A,na,na,2019,10,14,19,3330,ax,F,na,,
68,Michael A,na,na,2019,10,14,19,3400,ax,F,na,,
69,Michael A,na,na,2019,10,14,19,3430,ax,F,na,,
70,Michael A,na,na,2019,10,14,19,3500,ax,F,na,,
71,Michael A,na,na,2019,10,14,19,3530,ax,F,na,,
72,Michael A,na,na,2019,10,14,19,3600,ax,F,na,,
73,Michael A,na,na,2019,10,14,19,3630,ax,F,na,,
74,Michael A,na,na,2019,10,14,19,3700,ax,F,na,,
75,Michael A,na,na,2019,10,14,19,3730,ax,F,na,,
76,Michael A,na,na,2019,10,14,19,3800,ax,F,na,,
77,Michael A,na,na,2019,10,14,19,3830,ax,F,na,,
78,Michael A,na,na,2019,10,14,19,3900,ax,F,na,,
79,Michael A,na,na,2019,10,14,19,3930,ax,F,na,,
80,Michael A,na,na,2019,10,14,19,4000,ax,F,na,,
81,Michael A,na,na,2019,10,14,19,4030,ax,F,na,,
82,Michael A,na,na,2019,10,14,19,4100,ax,F,na,,
83,Michael A,na,na,2019,10,14,19,4130,ax,F,na,,
84,Michael A,na,na,2019,10,14,19,4200,ax,F,na,,
85,Michael A,na,na,2019,10,14,19,4230,ax,F,na,,
86,Michael A,na,na,2019,10,14,19,4300,ax,F,na,,
87,Michael A,na,na,2019,10,14,19,4330,ax,F,na,,
88,Michael A,na,na,2019,10,14,19,4400,ax,F,na,,
89,Michael A,na,na,2019,10,14,19,4430,ax,F,na,,
90,Michael A,na,na,2019,10,14,19,4500,ax,F,na,,
91,Michael A,na,na,2019,10,14,19,4530,ax,F,na,,
92,Michael A,na,na,2019,10,14,19,4600,ax,F,na,,
93,Michael A,na,na,2019,10,14,19,4630,ax,F,na,,
94,Michael A,na,na,2019,10,14,19,4700,ax,F,na,,
95,Michael A,na,na,2019,10,14,19,4730,ax,F,na,,
96,Michael A,na,na,2019,10,14,19,4800,ax,F,na,,
97,Michael A,na,na,2019,10,14,19,4830,ax,F,na,,
98,Michael A,na,na,2019,10,14,19,4900,ax,F,na,,
99,Michael A,na,na,2019,10,14,19,4930,ax,F,na,,
100,Michael A,na,na,2019,10,14,19,5000,ax,F,na,,
101,Michael A,na,na,2019,10,14,19,5030,ax,F,na,,
102,Michael A,na,na,2019,10,14,19,5100,ax,F,na,,
103,Michael A,na,na,2019,10,14,19,5130,ax,F,na,,
104,Michael A,na,na,2019,10,14,19,5200,ax,F,na,,
105,Michael A,na,na,2019,10,14,19,5230,ax,F,na,,
106,Michael A,na,na,2019,10,14,19,5300,ax,F,na,,
107,Michael A,na,na,2019,10,14,19,5330,ax,F,na,,
108,Michael A,na,na,2019,10,14,19,5400,ax,F,na,,
109,Michael A,na,na,2019,10,14,19,5430,ax,F,na,,
110,Michael A,na,na,2019,10,14,19,5500,ax,F,na,,
111,Michael A,na,na,2019,10,14,19,5530,ax,F,na,,
112,Michael A,na,na,2019,10,14,19,5600,ax,F,na,,
113,Michael A,na,na,2019,10,14,19,5630,ax,F,na,,
114,Michael A,na,na,2019,10,14,19,5700,ax,F,na,,
115,Michael A,na,na,2019,10,14,19,5730,ax,F,na,,
116,Michael A,na,na,2019,10,14,19,5800,ax,F,na,,
117,Michael A,na,na,2019,10,14,19,5830,ax,F,na,,
118,Michael A,na,na,2019,10,14,19,5900,ax,F,na,,
119,Michael A,na,na,2019,10,14,19,5930,ax,F,na,,
120,Michael A,na,na,2019,10,14,19,6000,ax,F,na,,
1,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0030,bey,F,g,,
2,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0100,bey,F,g,,
3,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0130,bey,F,g,,
4,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0200,bey,F,g,,
5,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0230,bey,F,g,,
6,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0300,bey,F,g,,
7,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0330,bey,F,g,,
8,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0400,bey,F,g,,
9,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0430,bey,F,g,,
10,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0500,bey,F,g,,
11,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0530,bey,F,g,,
12,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0600,bey,F,g,,
13,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0630,bey,F,g,,
14,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0700,bey,F,g,,
15,Michael A,CH02_2019-07-14_18_59_59__19_07_55.mp4,2,2019,7,14,19,0730,bey,F,g,,
16,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,0800,bey,F,g,,
17,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,0830,bey,F,g,,
18,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,0900,bey,F,g,,
19,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,0930,bey,F,g,,
20,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1000,bey,F,g,,
21,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1030,bey,F,g,,
22,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1100,bey,F,g,,
23,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1130,bey,F,g,,
24,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1200,bey,F,g,,
25,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1230,bey,F,g,,
26,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1300,bey,F,g,,
27,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1330,bey,F,g,,
28,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1400,bey,F,g,,
29,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1430,bey,F,g,,
30,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1500,bey,F,g,,
31,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1530,bey,F,g,,
32,Michael A,CH02_2019-07-14_19_07_55__19_16_18.mp4,2,2019,7,14,19,1600,bey,F,g,,
33,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1630,bey,F,g,,
34,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1700,bey,F,g,,
35,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1730,bey,F,g,,
36,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1800,bey,F,g,,
37,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1830,bey,F,g,,
38,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1900,bey,F,g,,
39,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,1930,bey,F,g,,
40,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2000,bey,F,g,,
41,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2030,bey,F,g,,
42,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2100,bey,F,g,,
43,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2130,bey,F,g,,
44,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2200,bey,F,g,,
45,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2230,bey,F,g,,
46,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2300,bey,F,g,sporadically appearing above cam 2 until 29:30 but highly likely that it is still sg based on what I could see,
47,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2330,bey,F,g,,
48,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2400,bey,F,g,,
49,Michael A,CH02_2019-07-14_19_16_18__19_24_40.mp4,2,2019,7,14,19,2430,bey,F,g,,
50,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2500,bey,F,g,,
51,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2530,bey,F,g,,
52,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2600,bey,F,g,,
53,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2630,bey,F,g,,
54,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2700,bey,F,g,,
55,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2730,bey,F,g,,
56,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2800,bey,F,g,,
57,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2830,bey,F,g,,
58,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2900,bey,F,g,,
59,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,2930,bey,F,m,,
60,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3000,bey,F,m,,
61,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3030,bey,F,g,,
62,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3100,bey,F,g,,
63,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3130,bey,F,g,,
64,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3200,bey,F,g,,
65,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3230,bey,F,m,,
66,Michael A,CH02_2019-07-14_19_24_40__19_33_02.mp4,2,2019,7,14,19,3300,bey,F,m,,
67,Michael A,CH02_2019-07-14_19_33_02__19_41_25.mp4,2,2019,7,14,19,3330,bey,F,m,,
68,Michael A,na,na,2019,7,14,19,3400,bey,F,na,,
69,Michael A,na,na,2019,7,14,19,3430,bey,F,na,,
70,Michael A,na,na,2019,7,14,19,3500,bey,F,na,,
71,Michael A,na,na,2019,7,14,19,3530,bey,F,na,,
72,Michael A,na,na,2019,7,14,19,3600,bey,F,na,,
73,Michael A,na,na,2019,7,14,19,3630,bey,F,na,,
74,Michael A,na,na,2019,7,14,19,3700,bey,F,na,,
75,Michael A,na,na,2019,7,14,19,3730,bey,F,na,,
76,Michael A,na,na,2019,7,14,19,3800,bey,F,na,,
77,Michael A,na,na,2019,7,14,19,3830,bey,F,na,,
78,Michael A,na,na,2019,7,14,19,3900,bey,F,na,,
79,Michael A,na,na,2019,7,14,19,3930,bey,F,na,,
80,Michael A,na,na,2019,7,14,19,4000,bey,F,na,,
81,Michael A,na,na,2019,7,14,19,4030,bey,F,na,,
82,Michael A,na,na,2019,7,14,19,4100,bey,F,na,,
83,Michael A,na,na,2019,7,14,19,4130,bey,F,na,,
84,Michael A,na,na,2019,7,14,19,4200,bey,F,na,,
85,Michael A,na,na,2019,7,14,19,4230,bey,F,na,,
86,Michael A,na,na,2019,7,14,19,4300,bey,F,na,,
87,Michael A,na,na,2019,7,14,19,4330,bey,F,na,,
88,Michael A,na,na,2019,7,14,19,4400,bey,F,na,,
89,Michael A,na,na,2019,7,14,19,4430,bey,F,na,,
90,Michael A,na,na,2019,7,14,19,4500,bey,F,na,,
91,Michael A,na,na,2019,7,14,19,4530,bey,F,na,,
92,Michael A,na,na,2019,7,14,19,4600,bey,F,na,,
93,Michael A,na,na,2019,7,14,19,4630,bey,F,na,,
94,Michael A,na,na,2019,7,14,19,4700,bey,F,na,,
95,Michael A,na,na,2019,7,14,19,4730,bey,F,na,,
